x
npar,143
fmin,3.09623345394765
chisq,1288.03311684222
df,559
pvalue,0
baseline.chisq,5283.6472730036
baseline.df,630
baseline.pvalue,0
cfi,0.843341561129604
tli,0.823443977659482
logl,-9902.40016180429
unrestricted.logl,-9258.38360338318
aic,20090.8003236086
bic,20568.0682690059
ntotal,208
bic2,20114.9750027614
rmsea,0.0791837484895569
rmsea.ci.lower,0.0735158645928205
rmsea.ci.upper,0.0848645625508447
rmsea.pvalue,4.78062034403592e-13
srmr,0.0786974358696771
